index,input,acp
75,A subject cannot approve projects he or she has reviewed or submitted.,1
76,Authors of papers cannot be changed.,1
77,"The PC chair can assign a paper to a PC member for reviewing, except if he is one of its authors.",1
78,"A reviewer of a paper can resign, unless he has already appointed a sub-reviewer for the paper.",1
79,"A sub-reviewer can resign, unless he has already submitted his review.",1
80,There do not exist members of Student who can Assign ExternalGrades.,1
81,No combination of roles exists such that a user with those roles can both Receive and Assign the resource ExternalGrades.,1
82,"If the subject is a student, then do not permit that subject to assign grades.",1
83,"So, for example, the manager should be made aware of repeated attempts by a health care worker to access information beyond their rights.",1
84,The doctor then has temporary access to the resident’s medical records.,1
85,In an electronic system we can allow residents to hook into the network at any time as long as they can view only their own data and cannot make arbitrary changes.,1
86,This critical task should not be performed by a single user.,1
87,"However, it should not perform these operations when it is loading medicines to the medicine dispenser.",1
88,An administrator shall not be permitted to read or write to medical elements of a patient record.,1
89,There do not exist members of STUDENT who can ASSIGN EXTERNALGRADES.,1
90,There exists no combination of roles such that a user with those roles can both RECEIVE and ASSIGN the resource EXTERNALGRADES.,1
91,"If a subject is not a pc-chair or admin, then he or she may not set the meeting flag.",1
92,"If someone is not a pc-chair or admin, then he or she can never see paper-review-rc for which he or she is conflicted.",1
93,Authors may never read scores.,1
94,Doctors need not sign a confidentiality agreement since they are bound by a code of professional conduct.,1
95,Requests for students to Receive ExternalGrades,1
96,"faculty to Assign and View both InternalGrades and ExternalGrades, will succeed.",1
97,Only the manager is allowed to add a new resident to the system and,1
98,Only the manager is allowed to start or update the care plan of a resident.,1
99,Their main form of access is to view the care plan for each resident,1
100,Their main form of access is to add progress note entries based on their observations.,1
101,A visiting doctor has access to all the medical information of residents who are his or her patients,1
102,A visiting doctor can add entries to patients medical records.,1
103,Managers can read and set ordinary employees’ bonuses.,1
104,but not those of other managers or the director can read and set ordinary employees’ bonuses,1
105,Every subject in the hierarchy can submit a project.,1
106,except the business office manager can submit a project,1
107,Every professor can review a project.,1
108,"except assistant professors, can review a project",1
109,All PC members know who are the reviewers for this paper.,1
110,author(s) of a paper can not know who are the reviewers for this paper,1
111,TA can view and assign InternalGrades,1
112,"TA can not view and assign  ExternalGrades (since faculty must take final responsibility for all external grades), combined with Pol3.",1
113,"Although she can enter the past medical records when a resident is admitted,",1
114,she cannot subsequently add medical entries to the system.,1
115,"Also, she cannot view the private notes of doctors",1
116,clearly she cannot sign the legal agreement on behalf of a resident.,1
117,Health care workers can view recent medical records of residents (up to one year old),1
118,Health care workers cannot normally view older medical information.,1
119,"Doctors also can add private notes about a resident, which, on the basis of doctor-patient confidentiality.",1
120,"Private notes about a resident, which, on the basis of doctor-patient confidentiality, are not visible to health care staff or the manager.",1
121,Pharmacy System should not read patient records,1
122,Pharmacy System can read patient medicine orders.,1
123,"Users can view an Owner's account,",1
124,Users can not make changes to Owner's account,1
125,Only administrators make changes to a resource's security label.,1
126,not data owners make changes to a resource's security label.,1
127,Owners cannot change any data,1
128,Owners can read data all.,1
129,The doctor does not have temporary access to the private notes of the resident’s usual doctor,1
130,No user should perform more than one use case on each object.,0
131,"For example, according to Figure 2, supervisor role inherits purchasing officer’s permissions and purchasing officer inherits clerk’s permissions.",0
132,In our case study this means that the residents themselves must also be regarded as principals for whom we define access rights.,0
133,"Because of the physical access control in the current paper system, the manager has an overview of who has accessed what information.",0
134,"A bonus package with a fixed number of options, such as a-day-off, is available for employees.",0
135,It is used to enforce authorisation rules on bonus allocation among the employees of a company.,0
136,Each use case should be executed by an actor playing an authorized role(s) as shown in Figure 1.,0
137,Access is authorized or restricted to objects based on the time of day depending on the labeling on the resource and the user's credentials (driven by policy).,0
138,The principals involved in an information system are usually thought of as staff members of a certain organisation.,0
139,Access to information is determined based on authorizations to access control lists based on user identifier and group membership.,0
140,"In addition, the role hierarchy implicitly authorizes a specialized role to inherit permissions.",0
141,The need to make this arrangement is only to allow the manager and resident to set a time that is convenient to both of them.,0
142,"Use cases such as record invoice arrival, verify invoice validity, authorize payment and write a check are to be applied in the specified order.",0
143,"All data is assigned security level that reflects its relative sensitivity, confidentiality, and protection value.",0
144,Subreviewers are known to all PC members who are not authors of the respective papers.,0
145,"Access is authorized or restricted to objects based on the security characteristics of the HTTP client (e.g. SSL bit length, version information, originating IP address or domain, etc.)",0
146,A subject cannot belong to more than one role.,0
147,PC members and authors of papers are known to everybody.,0
148,This one type of Dynamic Separation of Duty (DSOD) policy.,0
149,"Loading medicines to medicine dispenser, creating medicine order and picking medicines from the medicine dispenser are operations forming a critical task.",0
150,Privacy laws require that the information be held for a certain period after a resident leaves the facility.,0
151,This period is seven years for someone who is not of Aboriginal or Torres Strait Islander descent and nine years for someone who is.,0
152,Special add-on or plug-in software required to apply to an HTTP client to prevent indiscriminant copying by users (cutting and pasting of information),0
153,"In the current paper-based system, this is prevented by requiring that any new entry be signed by the doctor making that entry.",0
154,This policy is claimed to prevent fraud and errors.,0
155,Repetitive authorization failures to access the same resource or object generates an alarm possibly and possibly restricts the user's access,0
156,In an electronic system this overview must be supplied by some form of logging of accesses and access attempts.,0
157,"Clearly, the manager does not wish to be informed about every access but some logging is still necessary.",0
0,"To support reviewers with making choices, CyberChair provides them with several webpages containing overviews of  the submitted abstracts.",1
1,CyberChair generates a paper distribution proposal for the PCC.,1
2,"As soon as the full paper deadline has passed, the papers can be assigned to the reviewers.",1
3,"In step 2, the full paper must be submitted by uploading it.",1
4,"Although CyberChair is not something to sit in (please refer to www.cyberchair.com if you are looking for that), when you are a program chair, you can sit back, relax and watch the progress of the submission and review process.",1
5,"For this process to work smoothly, the abstracts should be submitted at least one week  before the full paper is submitted.",1
6,"Usually, people are allowed to send their submission by email.",1
7,"Reviewers can indicate whether they are an expert on the topic (X), no expert, but knowledgable in the subject area (Y), or an informed outsider (Z).",1
8,Downloading of papers by the reviewers can start as soon as papers are submitted.,1
9,"The current implementation collects the preferences (bids), expertise levels and willingness to review papers on certain topics and the conflicts of interest of the reviewers.",1
10,"In the first step, authors must fill in a webform shown by figures 1 and 2, on which they state their names and contact information, the title of their paper, an abstract of the paper, and indicate which conference topics their paper covers.",1
11,"In case there are less than 4 reviewers, this process is repeated with the list of reviewers who indicated a low preference for the paper.",1
12,"The level of agreement among reviewers is indicated on each reviewer's personal page, using a coloring scheme.",1
13,"After the meeting, the reviewers’ comments are sent back to the authors, so that they can improve their paper.",1
14,The review process can be monitored by the chair.,1
15,His or her personal webpage will then be updated automatically.,1
16,"For each paper that a reviewer would like to review, the corresponding checkbox in the left part of the window should be marked.",1
17,Other reasons are that authors are forced to use it to submit their paper.,1
18,"You may also want to take a look at 2 posters: an overview (, 140 Kb) and a picture containing screenshots (, 1.71 Mb).",1
19,It generates several overviews based on the reviews which support the Program Committee (PC) in selecting the best papers.,1
20,"This is used to discover papers that have only been reviewed by non-experts, so that the PCC may ask another reviewer to review the paper.",1
21,These overviews are currently updated at 5 minutes before the hour.,1
22,"After the PC meeting, the PCC must inform the maintainer about the accepted papers, so that the notifications can be sent to the authors.",1
23,Authors can submit their abstracts and papers using the web (uploading).,1
24,"After the program committee meeting has taken place, and papers have been selected, the (anonymous) comments can be automatically sent to the authors.",1
25,"Further, it allows reviewers to learn about each other’s opinions, which provides means for good preparation for the PC meeting.",1
26,The authors must use the login and password combination sent after phase 1.,1
27,"Reviews can either be submitted via a webpage, or filled in off-line and emailed.",1
28,"To be able to protect the reviews from outsiders, each reviewer gets his or her own directory on the webserver.",1
29,"Following Nierstrasz’s pattern Make Champions Explicit , the reviewers are asked to fill in the classification of papers on the review form.",1
30,"When a reviewer reaches this maximum, he or she will not be part of the preference lists, because apparently his or her expertise is needed to review ’less popular’ papers.",1
31,"Further, a high or low priority should be chosen, to indicate how eager they are to review the paper.",1
32,The submitted bids are accumulated.,1
33,The 4 reviewers with the least number of papers assigned so far ’get’ the paper.,1
34,"In case the ’expertise-value’ is equal, the reviewer with the least number of papers assigned so far ’gets’ the paper.",1
35,These overviews can be printed in case reviewers want to read the abstracts offline.,1
36,"All review files a reviewer needs, such as the review form and other reviewers’ reviews, are written in the reviewer’s directory.",1
37,"CyberChair supports preparation of the proceedings by generating the table of contents and author index, based on the input of the authors.",1
38,Authors must submit their paper in two steps.,1
39,"Finally, after the camera-ready papers have been submitted, the proceedings must be prepared by the maintainer by entering the conference sessions and the numbers of the papers within those sections in a specific template file.",1
40,The reviewer can be added to the list of reviewers for that paper.,1
41,The pages of the reviewers are generated once by the maintainer when the paper distribution has been done.,1
42,"Based on the preferences and the reviewers' expertise, CyberChair calculates a paper assignment proposal for the chair, where as many as possible preferences of the reviewers are honored, provided that all papers are assigned to an equal number of reviewers (so also the papers that did not get any preferences), and all reviewers are assigned as much as possible an equal number of papers.",1
43,"In case a reviewer has already submitted a review of the selected paper, hyperlinks to the reviews of the other reviewers are shown, so that the reviewer can read their opinion.",1
44,"When all submissions have arrived, suitable members of the Program Committee (PC) must be selected to review each paper.",1
45,Reviewers are also asked to inform the maintainer of papers they do not want to review because of a conflict of interest.,1
46,The state is based on the classification given to papers by the reviewers.,1
47,"CyberChair provides direct reflection on submitted reviews (for easy comparison with the other reviewers' opinions), without the maintainer's interference.",1
48,A copy of the message is sent to the PCC.,1
49,"As soon as the reviewer has submitted his or her review, the review will be the default to be displayed in this frame when the reviewer clicks on the paper number in the top frame.",1
50,The reviewers’ reviews are compared to the other reviews to detect conflicts.,1
51,"This list is sorted, based on the number of papers the reviewers have already been assigned so far.",1
52,"Moreover, since we chose to regenerate the state of all papers displayed on the reviewer’s webpage every 5 minutes, this would make it almost impossible for reviewers to enter a review form.",1
53,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.",1
54,"It helps the PC to select the best papers for the conference, which makes it a group decision support system.",1
55,"In case not enough reviewers can be found to review a paper, this is an indication that the script should be better tuned.",1
56,"To avoid 'pollution' of the demo data, uploading of files has been blocked.",1
57,The reviewers are asked to indicated their expertise of the conference topics and their willingness to review papers on those topics.,1
58,You will see a list of overviews that are available to the chair.,1
59,"For each paper, a list of the reviewers who indicated a high preference for the paper is generated.",1
60,"After the review process, the authors of submitted papers should submit a camera-ready version of their paper, analogous to step 2.",1
61,"Each time the reviewer clicks on a paper number in the top frame, CyberChair checks if the reviewer has already submitted his or her review.",1
62,"CyberChair is composed of a set of Common Gateway Interface (CGI) scripts, which are activated by the webforms that are used by the authors and reviewers.",1
63,"When displaying a review, the date and time of the last update of the review is shown as extra check.",1
64,The authors may make corrections or changes to the  information that was submitted in step 1.,1
65,"CyberChair collects abstracts, papers and reviews and can therefore be regarded as a system that provides a shared workspace.",1
66,Reviews can be updated.,1
67,"To enter the review process, authors must send their paper to the Program Committee Chair (PCC).",1
68,"This way, the reviewer can always look at the latest version of the reviews.",1
69,"If this is the case, then the reviews of the other reviewers for this paper are copied into the reviewer’s directory.",1
70,"Reviewers can browse the overviews by conference topic, to quickly identify the papers that match their interest  and expertise (Figure 3).",1
71,The highest and lowest classification given to a paper are taken into account.,1
72,"The submission form in phase 2 is the same as the submission form in phase 1, except that authors must use it to upload their full paper file.",1
73,"After clicking on a paper number several hyperlinks are generated to allow the paper to be downloaded, to display the abstract and to submit or update a review.",1
74,Papers that have not received enough bids should be assigned based on the expertise of the reviewers.,1
75,"Each reviewer gets a personal, password-protected webpage, that contains links to the papers (s)he is assigned to review, so they can be downloaded.",1
76,"If the publisher allows electronic versions, the maintainer should send or upload the proceedings, for further preparation by the publisher.",1
77,"After the paper distribution, CyberChair generates a personal, password-protected webpage for each reviewer.",1
78,CyberChair provides web pages for the reviewers to indicate their preference for papers they would like to review.,1
79,"Papers are classified, using the highest and the lowest classification given by the reviewers (A to D), as described in the paper mentioned above.",1
80,The maintainer should make sure that enough disk space is available to store the papers.,1
81,"In addition, the reviewers must indicate their overall expertise on the topics that a paper covers.",1
82,"In case conflicting reviews exist, the reviewers can use the hyperlink that enables easy communication to the other reviewers by email.",1
83,"When the level of agreement differs too much, the reviewers and chair may give it special attention, even before the PC meeting takes place.",1
84,CyberChair supports PCs by using these patterns in its implementation.,1
85,"The current version of CyberChair supports all phases of the review process, including preparation of the proceedings in the electronic format prescribed by the publisher.",1
86,Not all reviewers like to fill in review forms on-line.,1
87,"CyberChair significantly reduces the workload of the PC, by doing all necessary bookkeeping.",1
88,In The Information Lens  the authors focus on sharing information among a group of people to solve problems.,1
89,"Reviewer - Use the first and last name (in lowercase) as login and password, respectively.",1
90,CyberChair points out conflicting reviews,1
91,CyberChair offers the reviewers means to easily communicate to solve these conflicts.,1
92,CyberChair assigns a unique identification to the submission and,1
93,CyberChair sends a login and password combination for step 2 to the contact person’s email address.,1
94,Other scripts are so-called administrative scripts which are started by the maintainer.,1
95,Other scripts are so-called administrative scripts which are started automatically at regular intervals by the system (e.g. crontab on Unix systems).,1
96,"After submission of a review, reviewers will be able to read the other reviewers' reviews.",1
97,"After submission of a review, reviewers will be able to prepare for the PC meeting.",1
98,You can submit reviews.,1
99,You can find out what happens.,1
100,"When a reviewer has submitted all his reviews and has time to review more papers, he may look at the overview containing all papers.",1
101,"When a reviewer has submitted all his reviews and has time to review more papers, he may select papers for which conflicting reviews exist.",1
102,The table of contents and author index of the proceedings are generated by CyberChair for electronic delivery to the publisher.,1
103,The camera-ready papers are prepared for electronic delivery to the publisher.,1
104,CyberChair can handle the paper distribution.,1
105,CyberChair collects and categorizes all reviews.,1
106,CyberChair prepares overviews of reviews which can be used during the PC meeting.,1
107,CyberChair checks the review forms for correctness.,1
108,"Further, the maintainer may need to convert submitted papers to other formats.",1
109,"Further, the maintainer may need to ask the authors to submit the paper in another format.",1
110,The PCC sends the papers and review forms to the reviewers.,1
111,Reviewers must fill in the review forms.,1
112,Reviewers must send review forms to the PCC.,1
113,CyberChair deals with most administrative tasks that are involved in the review process.,1
114,"CyberChair stores author information, abstracts, (camera-ready) papers and reviews.",1
115,"If there are still not enough reviewers for the paper, the expertise level of reviewers of all topics the paper covers is calculated.",1
116,"If there are still not enough reviewers for the paper, the paper is assigned to the reviewers with the highest overall expertise.",1
117,"The authors of accepted papers may submit a brushed-up version of their paper, in so-called camera-ready format to the PCC.",1
118,"PCC will send camera-ready format, together with the preface and the table of contents to the publisher to have the proceedings printed.",1
119,CyberChair transforms review forms into a format that can be used for display in a browser.,1
120,Other formats will be included in future versions of CyberChair.,0
121,(Deprication warnings indicate that certain language constructs may no longer be supported in next versions of the language.),0
122,"Moreover, collecting, maintaining and comparing reviews by the program committee chair may also become quite tedious, if not troublesome, due to the large amount of material, even when submitted by email.",0
123,The Artefact Framework  uses html frames like Cyber-Chair.,0
124,"CyberChair is based on the paper Identify the Champion, an organisational pattern language for programme committees, by Professor Oscar Nierstrasz (University of Berne, Switzerland).",0
125,"In his paper Identify the Champion , O. Nierstrasz describes this review process in terms of a pattern language.",0
126,Those parts are explained in this section.,0
127,"at 'No', because each 'reviewer' has been assigned a bogus email address, which will bounce.",0
128,"Using a coloring scheme, the state of reviews is indicated.",0
129,"Typically, the review process ends by organizing a Program Committee meeting, prepared by the PCC, where papers are discussed and accepted or rejected for presentation at the conference.",0
130,"The result is a significant decrease of the work-load of the program chair and the ease of submitting author information, papers and reviews instantly in electronic form.",0
131,The maintainer (who might be the same person as the PCC) installs CyberChair.,0
132,Reviewers may bid in several stages.,0
133,Other conferences have used older versions of CyberChair.,0
134,"We decided to automate this and provide electronic review forms, by using the World Wide Web (WWW), since all reviewers were now able to use this emerging technology.",0
135,"There is also support for the preparation of the proceedings (using the format required for Springer Verlag, the publisher of the proceedings of ECOOP).",0
136,The version that is currently available for download was introduced for ECOOP 2000.,0
137,Monitoring the review process,0
138,"For the frame to display the current state of reviews, the URL is not the name of a file, but the name of a CGI script which recalculates the state of all papers and ’prints’ its output in the frame.",0
139,There is no need to wait until the submission process has finished.,0
140,"Therefore, a template is provided to the reviewers which they can use to fill in reviews off-line and send them by email.",0
141,"If a reviewer wishes, he or she may send reviews by email, and never look at his or her webpage.",0
142,The Table of Contents and Author Index are automatically generated.,0
143,", Springer, March 2001 (section 6.4.1, page 168).",0
144,"As far as we know from the comments of its users, CyberChair is the only system that has implemented the patterns identified by Nierstrasz.",0
145,Below is a description of the latest version of CyberChair.,0
146,We showed that browsers of today are able to send requests without the user taking action.,0
147,The authors claim that there is no provision for a server to send asynchronous updates.,0
148,Sites like Amazon  use this style and regenerate a complete new page after every mouse click.,0
149,Author - This only allows submission of abstracts.,0
150,The maintainer also makes sure that overviews are generated at regular intervals.,0
151,"Using the WWW, a commonality these days, the ones involved in the process can collaboratively use CyberChair to store possibly and possibly retrieve data from password-protected areas controlled by CyberChair.",0
152,"When the reviewer clicks on a paper number, this causes the activation of a CGI script that in its turn generates a frameset, consisting of 3 frames (See figure 4).",0
153,"The CGI scripts have been written in Python, a very powerful, easy-to-learn programming language, which allows rapid implementation.",0
154,CyberChair is written in the Python programming language.,0
155,"Nowadays it is common practise to use electronic submissions for conferences, workshops and journals.",0
156,Other conferences and workshops that use(d) CyberChair can be found on an overview.,0
157,"Using frames allows for updates on specific parts of the screen, so that only data that has changed can be updated without the need to refresh the complete screen.",0
158,"The next years the system was improved and more features, such as uploading of papers, were included in the system to support the process.",0
159,"You may try a demonstration version of CyberChair, by acting as:",0
160,"Although, compared to sending hardcopies by surface mail, this is a big step forward, it may still be quite cumbersome to maintain the administration.",0
161,"BSCW could therefore be used to store abstracts, papers and reviews.",0
162,"As mentioned before, a reviewer’s page consists of several frames (a frame set).",0
163,"The following administrative tasks can be identified during a typical review process: Author information, abstract and paper submission, paper-to-reviewer assignment, paper distribution, filling in and sending review forms, collecting review forms and ordering them, preparing the PC meeting, returning the reviewers’ comments to the authors, camera-ready paper submission and preparation of proceedings.",0
164,"It is known to run on versions 1.5.2, 2.0.1 and 2.1.3, be it that the latter may cause deprication warnings (2.1 does not, while 2.2.1 does for sure).",0
165,"This includes editing the files that contain the templates for the PCC and reviewer information, the file containing the main topics of the conference, and setting up a website.",0
166,"The conflict detection and coloring scheme used to indicate the state of reviews has, as far as we know, not been used in other systems that handle review processes.",0
167,"In this paper we describe CyberChair, a web-based group­ware application that supports the review process for technical contributions to conferences.",0
168,Here is an overview of the activities CyberChair supports or carries out.,0
169,"As of this writing, CyberChair has been used successfully for 10 conferences or workshops, while currently half a dozen other conferences are planning to use it.",0
170,The tasks mentioned above have been automated by CyberChair.,0
171,"Depending on how busy our webserver is, the copying may not be completed before you click on a link.",0
172,Please put or leave the 'Would you like to receive a copy of your review per e-mail?',0
173,"More conference management systems exist , although we could not find publications about them in the litterature.",0
174,"The problematic use of groupware applications, as reported in several publications  is not affecting CyberChair.",0
175,The reviewers' pages are regenerated frequently in order to reflect changes (such as conflicting reviews).,0
176,"In short, CyberChair fully supports all activities that come with the review process: the abstract and (camera-ready) paper submission, the reviewer assignment (based on the reviewers' preferences and expertise), the review submission process, the notifications of acceptance and rejection, the preparation of the proceedings (according to the Springer-Verlag procedure), and the abstracts for the conference website and program booklet.",0
177,Identifying the right reviewers for papers is a difficult task.,0
178,"Up until its 1996 edition, the European Conference on Object-Oriented Programming (ECOOP) used hard-copy review forms.",0
179,"When email is used for the submission of papers and reviews, the physical distribution of papers, which is still used for many conferences, is no longer needed.",0
180,The size of this pool is influenced by the maximum number of papers that is assigned to reviewers based on their preferences.,0
181,This problem is handled by CyberChair by the conflict detection mechanism and availability of other reviewers’ reviews.,0
182,"When done by hand, the paper assignment usually is a very time consuming job.",0
183,"The top frame is automatically updated every 5 minutes, to reflect the current state of the reviews of the papers.",0
184,Figure 7 shows a part of a paper distribution as generated by CyberChair.,0
185,"The original poster is in B1 format, so you may need to zoom in to read all details.",0
186,"For each conference or workshop the tuning should be considered carefully, since it heavily depends on the number of submissions, the number of reviewers, their expertise and the number of papers per reviewer.",0
187,This information is used for the paper distribution.,0
188,"Jean-Guy Schneider, Markus Lumpe and Oscar Nierstrasz describe CyberChair in Agent Coordination via Scripting Languages, Chapter 6 of the book Coordination of Internet Agents: Models, Technologies and Applications, Andrea Omic, Fanco Zambonelli, Matthias Klusch and Robert Tolksdorf (Eds.)",0
189,Especially that part of the browser window must be left as is while the reviewer is filling in the review form.,0
190,We are aware that the pages could also have been created by using tables.,0
191,Members of the PC are also called ’reviewers’,0
192,"March 2000, CyberChair was regularly updated to include new ideas, and suggestions by its users.",0
193,CyberChair takes care of the rest.,0
194,"The colored boxes indicate the state of the reviews, which is determined each time a review is submitted by any of the reviewers.",0
195,Chair -  Use chair or chair as login & password combination.,0
196,The pattern Identify the Conflicts  is used to determine the state of the reviews.,0
197,This section explains how the CyberChair handles the administration and supports its users during the complete reviewing process.,0
198,"CyberChair's functionality is described in detail in a paper, which is titled CyberChair: A Web-Based Groupware Application to Facilitate the Paper Reviewing Process.",0
199,The script is currently optimally tuned for ECOOP 2000.,0
200,"All you have to do is prepare the PC meeting, write acceptance and rejection messages, and the preface of the proceedings.",0
201,"This is done by showing the options for the kinds of users of CyberChair: the maintainer, the authors, the PCC and the reviewers.",0
202,Just retry a few seconds later if this happens.,0
203,Each of these frames is filled by using the name of a CGI script in the SRC tag of the frame definition.,0
204,"We hope, by describing CyberChair, to have answered",0
205,This page consists of several dynamically generated HTML frames.,0
206,A commonality between BSCW  and CyberChair is that both provide a shared workspace.,0
207,"This is quite inefficient, because much of the data that did not change is also regenerated.",0
208,A commonality between CyberChair and gIBIS  is that both systems provide means to make high-quality decisions by providing the group members’ arguments to each other.,0
209,"Further, overviews are available that contain, per conference topic, all abstracts, and an overview that contains all abstracts.",0
210,"If you'd like to use CyberChair, but would rather not be bugged by installing and customizing CyberChair yourself (and use the latest, greatest version of CyberChairPRO, which is easier to work with, which has more tools, and streamlined versions of existing tools), you might want to consider delegating the submission and review process organization to a spin-off company specialized in managing this process, set up by the author of CyberChair: Borbala Online Conference Services.",0
211,It is not clear to us if BSCW could also be used to create a dynamic review system.,0
212,Like Java it runs on a virtual machine and is available for many platforms.,0
213,"Furthermore, there is support for the preparation of the proceedings.",0
214,Graph theory (nodes with labeled edges) is used to solve this assignment problem.,0
215,"It eases the submission of author information, papers and reviews instantly in electronic form, using the web.",0
216,"Although more conference management systems exist  and many conferences use electronic uploading and some kind of reviewing system, no such system was found in the literature.",0
217,"After that, only bugfixes were made.",0
218,"It was first developed for ECOOP'97, and has been extended since, based on new ideas and the suggestions and remarks of its users (the chairs, the reviewers and submitters).",0
219,"Currently the script is tuned to assign as much as possible papers to reviewers based on their preferences, provided that all papers are assigned to exactly 4 reviewers and all reviewers are assigned approximately the same number of papers.",0
220,"The top frame, containing the paper numbers in colored boxes, is updated every 5 minutes by using a so-called meta tag containing the ’refresh’ option.",0
221,A very important issue for the conference organization is that using CyberChair will save them a lot of money on copying papers and mailing the papers to the reviewers (which might open up room to delegate the management of the submission and review process - see below).,0
222,The version described in this paper was used for ECOOP 2000 and  the International Workshop on Software Specification and  Design (IWSSD-10).,0
223,The resulting TeX file is according to Springer's editor's instructions.,0
224,"If you'd like to use CyberChair, which is free software (GNU General Public License), please fill in a customization form.",0
225,"Further, links are provided that contain all reviews of the reviewer, and all reviews of all reviewers of the paper, respectively.",0
0,"The system retrieves and displays the Student’s current schedule (e.g., the schedule for the current semester).",1
1,The system cancels the course offering for each schedule that contains it.,1
2,"The system requests that the Registrar specify the function he or she would like to perform (either Add a Student, Update a Student, or Delete a Student)",1
3,They will also need to see which students signed up for their course offerings.,1
4,"If no alternates are available, then no substitution will be made.",1
5,The Student also selects any course offerings to delete from the existing schedule.,1
6,"If a course offering becomes full while a student is building a schedule including that offering, the student must be notified.",1
7,Only Professors can enter grades for students.,1
8,The professor selects possibly and possibly de-selects the course offerings that he or she wishes to teach for the upcoming semester.,1
9,The professor is added to the system.,1
10,The Student selects 4 primary course offerings and 2 alternate course offerings from the list of available offerings.,1
11,This use case allows the Registrar to maintain student information in the registration system.,1
12,The Student verifies the deletion.,1
13,"If, in the Update a Professor  or Delete a Professor sub-flows, a professor with the specified id number does not exist, the system displays an error message.",1
14,Professors will be able to access the system to sign up to teach courses as well as record grades.,1
15,"If, in the Update a Student  or Delete a Student  sub-flows, a student with the specified id number does not exist, the system displays an error message.",1
16,"For each selected course offering on the schedule not already marked as “enrolled in”, the system verifies that the Student has the necessary prerequisites, that the course offering is open, and that there are no schedule conflicts.",1
17,"If, in the Update a Schedule or Delete a Schedule sub-flows, the system is unable to retrieve the Student’s schedule, an error message is displayed.",1
18,The system requests that the Registrar enter the professor id,1
19,"At the end of the semester, the student will be able to access the system to view an electronic report card.",1
20,The system requests that the Registrar enter the student id.,1
21,The system deletes the student from the system.,1
22,"In addition, each student will indicate two alternative choices in case the student cannot be assigned to a primary selection.",1
23,The system displays a list of course offerings the Professor taught in the previous semester.,1
24,"If there is no conflict, the system updates the course offering information for each offering the professor selects (i.e., records the professor as the instructor for the course offering).",1
25,"If, in the Basic Flow, the professor is not eligible to teach any course offerings in the upcoming semester, the system will display an error message.",1
26,The system requests that the Registrar enter the professor information.,1
27,This use case allows a Professor to submit student grades for one or more classes completed in the previous semester.,1
28,"If the Professor wishes to skip a particular student, the grade information can be left blank and filled in at a later time.",1
29,"Once the registration process is completed for a student, the registration system sends information to the billing system so the student can be billed for the semester.",1
30,The Professor selects a course offering.,1
31,The system also retrieves and displays the list of courses the professor has previously selected to teach.,1
32,"If, in the Submit Schedule sub-flow, the system determines that the Student has not satisfied the necessary prerequisites, or that the selected course offering is full, or that there are schedule conflicts, an error message is displayed.",1
33,The system retrieves and displays the student information.,1
34,"If, in the Delete A Student  sub-flow, the Registrar decides not to delete the student, the delete is cancelled and the Basic Flow is re-started at the beginning.",1
35,The system displays each student and any grade that was previously assigned for the offering.,1
36,"If the use case was successful, student grades for a course offering are updated.",1
37,The system removes the professor from teaching the de-selected course offerings.,1
38,The system prompts the Registrar to confirm the deletion of the professor.,1
39,"If the use case was successful, the student schedule is created, updated, or deleted.",1
40,The system provides the Registrar with the new professor id.,1
41,The system provides the Registrar with the new student id.,1
42,The Professor may also change the grade for a student by entering a new grade.,1
43,The Student may update the course selections on the current selection by deleting and adding new course offerings.,1
44,This use case allows a Student to register for course offerings in the current semester.,1
45,"Once the Registrar updates the necessary information, the system updates the student information.",1
46,Only the Registrar is allowed to change any student information.,1
47,The Registrar verifies the deletion.,1
48,The system deletes the professor from the system.,1
49,"For each semester, there is a period of time that students can change their schedule.",1
50,"Once the student has made his or her selections, the system updates the schedule for the Student using the selected course offerings.",1
51,This use case allows a Student to view his or her report card for the previously completed semester.,1
52,The student is added to the system.,1
53,This use case allows the Registrar to maintain professor information in the registration system.,1
54,The system requests that the Registrar enter the student information.,1
55,"If so, the system commits the course offering for each schedule that contains it.",1
56,"Once the Registrar updates the necessary information, the system updates the professor record.",1
57,The Student can also update or delete course selections if changes are made within the add or drop period at the beginning of the semester.,1
58,Professors cannot change the course offerings they teach after registration for the current semester has been closed.,1
59,"At the beginning of each semester, students may request a course catalogue containing a list of course offerings for the semester.",1
60,"If, in the Basic Flow, the system cannot find any grade information from the previous semester for the Student, a message is displayed.",1
61,"If the system is unable to communicate with the Course Catalog System, the system will display an error message to the Student.",1
62,The system requests that the Registrar enter the professor id.,1
63,"In addition, the professors will be able to record the grades for the students in each class.",1
64,The system retrieves a list of all students who were registered for the course offering.,1
65,"This use case starts when the Registrar wishes to add, change, possibly and possibly delete student information in the system.",1
66,The Registrar enters the professor id.,1
67,This use case allows a Registrar to close the registration process.,1
68,"If the use case was successful, the professor information is added, updated, or deleted from the system.",1
69,The system retrieves and displays the list of course offerings the professor is eligible to teach for the current semester.,1
70,The system requests that the Registrar enter the student id,1
71,The system retrieves and displays the grade information for each of the course offerings the Student completed during the previous semester.,1
72,"The system verifies that the selected offerings do not conflict (i.e., have the same dates and times) with each other or any course offerings that the professor has previously signed up to teach.",1
